guard,coreLen,coreTh,exitTh,tp,sl,maxBars,trainN,trainExp,trainPF,trainWin,testN,testExp,testPF,testWin,testDD,robust
none,3,5,70,0,3,48,870,-0.228,0.782,55.9,461,-0.287,0.695,57.5,-35.8,0
none,3,5,70,0,5,0,802,-0.167,0.840,58.6,420,-0.335,0.670,59.5,-37.2,0
none,3,5,70,0,5,24,804,-0.155,0.850,58.8,421,-0.349,0.660,59.4,-37.8,0
none,3,5,70,0,5,48,802,-0.167,0.840,58.6,420,-0.335,0.670,59.5,-37.2,0
none,3,5,70,2,2,0,956,-0.217,0.762,52.4,504,-0.235,0.719,54.1,-32.7,0
none,3,5,70,2,2,24,956,-0.216,0.764,52.4,504,-0.239,0.716,53.9,-33.0,0
none,3,5,70,2,2,48,956,-0.217,0.762,52.4,504,-0.235,0.719,54.1,-32.7,0
none,3,5,70,2,3,0,871,-0.238,0.761,57.5,461,-0.256,0.720,58.5,-33.6,0
none,3,5,70,2,3,24,871,-0.236,0.763,57.5,461,-0.264,0.714,58.3,-34.0,0
none,3,5,70,2,3,48,871,-0.238,0.761,57.5,461,-0.256,0.720,58.5,-33.6,0
none,3,5,70,2,5,0,804,-0.220,0.780,59.6,420,-0.357,0.644,60.0,-37.4,0
none,3,5,70,2,5,24,806,-0.217,0.782,59.7,421,-0.371,0.634,59.9,-38.2,0
none,3,5,70,2,5,48,804,-0.220,0.780,59.6,420,-0.357,0.644,60.0,-37.4,0
none,3,5,70,3,2,0,955,-0.253,0.734,51.0,504,-0.236,0.722,53.3,-33.3,0
none,3,5,70,3,2,24,955,-0.249,0.737,51.1,504,-0.240,0.719,53.1,-33.5,0
none,3,5,70,3,2,48,955,-0.253,0.734,51.0,504,-0.236,0.722,53.3,-33.3,0
none,3,5,70,3,3,0,870,-0.263,0.747,56.3,461,-0.252,0.729,58.1,-34.0,0
none,3,5,70,3,3,24,870,-0.256,0.752,56.4,461,-0.259,0.723,57.9,-34.4,0
none,3,5,70,3,3,48,870,-0.263,0.747,56.3,461,-0.252,0.729,58.1,-34.0,0
none,3,5,70,3,5,0,802,-0.215,0.792,58.9,420,-0.354,0.651,59.5,-37.5,0
none,3,5,70,3,5,24,804,-0.203,0.801,59.1,421,-0.369,0.641,59.4,-38.1,0
none,3,5,70,3,5,48,802,-0.215,0.792,58.9,420,-0.354,0.651,59.5,-37.5,0
none,3,10,60,0,2,0,2645,-0.136,0.822,55.3,1235,-0.228,0.685,52.0,-49.8,0
none,3,10,60,0,2,24,2645,-0.136,0.822,55.3,1235,-0.228,0.685,52.0,-49.8,0
none,3,10,60,0,2,48,2645,-0.136,0.822,55.3,1235,-0.228,0.685,52.0,-49.8,0
none,3,10,60,0,3,0,2373,-0.096,0.875,59.9,1106,-0.224,0.702,54.6,-48.9,0
none,3,10,60,0,3,24,2373,-0.096,0.875,59.9,1106,-0.225,0.701,54.6,-48.9,0
none,3,10,60,0,3,48,2373,-0.096,0.875,59.9,1106,-0.224,0.702,54.6,-48.9,0
none,3,10,60,0,5,0,2146,-0.066,0.911,61.6,1015,-0.254,0.670,55.9,-50.7,0
none,3,10,60,0,5,24,2146,-0.067,0.911,61.6,1017,-0.254,0.670,55.9,-50.8,0
none,3,10,60,0,5,48,2146,-0.066,0.911,61.6,1015,-0.254,0.670,55.9,-50.7,0
none,3,10,60,2,2,0,2645,-0.136,0.818,56.2,1235,-0.229,0.682,52.3,-49.5,0
none,3,10,60,2,2,24,2645,-0.136,0.818,56.2,1235,-0.229,0.682,52.3,-49.5,0
none,3,10,60,2,2,48,2645,-0.136,0.818,56.2,1235,-0.229,0.682,52.3,-49.5,0
none,3,10,60,2,3,0,2373,-0.102,0.863,60.7,1106,-0.230,0.691,54.8,-49.3,0
none,3,10,60,2,3,24,2373,-0.102,0.863,60.7,1106,-0.231,0.691,54.8,-49.3,0
none,3,10,60,2,3,48,2373,-0.102,0.863,60.7,1106,-0.230,0.691,54.8,-49.3,0
none,3,10,60,2,5,0,2150,-0.073,0.898,62.3,1015,-0.261,0.659,56.0,-50.9,0
none,3,10,60,2,5,24,2150,-0.073,0.898,62.3,1017,-0.261,0.659,56.1,-50.9,0
none,3,10,60,2,5,48,2150,-0.073,0.898,62.3,1015,-0.261,0.659,56.0,-50.9,0
none,3,10,60,3,2,0,2645,-0.147,0.808,55.5,1235,-0.226,0.686,52.1,-49.8,0
none,3,10,60,3,2,24,2645,-0.147,0.808,55.5,1235,-0.226,0.686,52.1,-49.8,0
none,3,10,60,3,2,48,2645,-0.147,0.808,55.5,1235,-0.226,0.686,52.1,-49.8,0
none,3,10,60,3,3,0,2373,-0.105,0.863,60.2,1106,-0.222,0.704,54.7,-48.9,0
none,3,10,60,3,3,24,2373,-0.105,0.863,60.2,1106,-0.222,0.704,54.7,-48.9,0
none,3,10,60,3,3,48,2373,-0.105,0.863,60.2,1106,-0.222,0.704,54.7,-48.9,0
none,3,10,60,3,5,0,2146,-0.070,0.905,61.9,1015,-0.260,0.662,55.9,-51.1,0
none,3,10,60,3,5,24,2146,-0.070,0.904,61.9,1017,-0.260,0.662,55.9,-51.2,0
none,3,10,60,3,5,48,2146,-0.070,0.905,61.9,1015,-0.260,0.662,55.9,-51.1,0
none,3,10,70,0,2,0,2599,-0.148,0.833,53.1,1208,-0.267,0.680,52.8,-53.0,0
none,3,10,70,0,2,24,2600,-0.147,0.834,53.1,1209,-0.268,0.679,52.7,-53.1,0
none,3,10,70,0,2,48,2599,-0.148,0.833,53.1,1208,-0.267,0.680,52.8,-53.0,0
none,3,10,70,0,3,0,2290,-0.100,0.891,58.4,1066,-0.293,0.674,56.9,-53.2,0
none,3,10,70,0,3,24,2295,-0.100,0.890,58.4,1068,-0.298,0.670,56.7,-53.7,0
none,3,10,70,0,3,48,2290,-0.100,0.891,58.4,1066,-0.293,0.674,56.9,-53.2,0
none,3,10,70,0,5,0,2036,-0.067,0.927,61.0,955,-0.312,0.654,59.0,-53.2,0
none,3,10,70,0,5,24,2046,-0.059,0.934,61.0,960,-0.322,0.647,58.8,-53.8,0
none,3,10,70,0,5,48,2036,-0.067,0.927,61.0,955,-0.312,0.654,58.9,-53.2,0
none,3,10,70,2,2,0,2602,-0.148,0.827,54.7,1212,-0.245,0.699,53.9,-50.8,0
none,3,10,70,2,2,24,2602,-0.147,0.828,54.6,1213,-0.246,0.698,53.8,-50.9,0
none,3,10,70,2,2,48,2602,-0.148,0.827,54.7,1212,-0.245,0.699,53.9,-50.8,0
none,3,10,70,2,3,0,2297,-0.115,0.867,59.9,1071,-0.268,0.693,57.9,-51.7,0
none,3,10,70,2,3,24,2300,-0.116,0.866,59.8,1073,-0.273,0.688,57.7,-52.2,0
none,3,10,70,2,3,48,2297,-0.115,0.867,59.9,1071,-0.268,0.693,57.9,-51.7,0
none,3,10,70,2,5,0,2047,-0.096,0.889,61.9,961,-0.301,0.661,59.7,-52.4,0
